Pattern, Confidence-Frequence-Frequence %
[[[['QuasiPiena_T0_0,Piena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_2']]], [1.0-9-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_3,Piena_T2_3']]], [0.04844290657439446-14-0.01%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_0,QuasiPiena_T1_1,Piena_T1_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_0,QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_0,QuasiPiena_T1_3,Piena_T1_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_0,QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_0,QuasiPiena_T1_0,QuasiPiena_T1_3']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,Piena_T1_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,Piena_T1_3,Piena_T1_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,Piena_T1_3,Piena_T1_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_0,Piena_T2_3']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_0,Piena_T2_0']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_0,Piena_T2_1,Piena_T2_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_0,Piena_T2_0,Piena_T2_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T2_0,Piena_T2_3,Piena_T2_0']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_3,Piena_T2_1,Piena_T2_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_3,Piena_T2_0,Piena_T2_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_3,Piena_T2_0,Piena_T2_2']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_0,Piena_T2_1,Piena_T2_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_0,Piena_T2_2,Piena_T2_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.04819277108433735-4-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_1,Piena_T1_1']]], [0.047619047619047616-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2'], ['Piena_T2_2,Piena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_1']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,Piena_T2_2,Piena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_3']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_0']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_0,Piena_T2_0']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_3']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_0,Piena_T2_2,Piena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_0,Piena_T2_0,Piena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_2,Piena_T2_2']]], [0.047619047619047616-2-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.047619047619047616-2-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_3']]], [0.047619047619047616-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_1'], ['Piena_T1_3,Piena_T1_3']]], [0.047619047619047616-1-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_0']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_2']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_3'], ['Piena_T2_2,Piena_T2_1']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.047619047619047616-1-0.0%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_2,Piena_T2_1']]], [0.047619047619047616-1-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,QuasiPiena_T1_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_0,QuasiPiena_T1_2,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_3,Piena_T1_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_2,Piena_T1_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3,Piena_T1_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,QuasiPiena_T1_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,Piena_T2_3']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_1,Piena_T1_2,Piena_T1_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_0']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,Piena_T2_3,Piena_T2_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_3,Piena_T1_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_2,Piena_T1_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T2_2,Piena_T2_1,Piena_T2_1']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T2_2,Piena_T2_2']]], [0.046875-3-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_1,Piena_T2_1']]], [0.04672897196261682-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['Piena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.04672897196261682-5-0.0%]]
[[[['QuasiPiena_T0_0'], ['Piena_T2_1']]], [0.04619565217391304-34-0.02%]]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_3']]], [0.045454545454545456-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_2']]], [0.045454545454545456-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_1,Piena_T1_1']]], [0.045454545454545456-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2,Piena_T2_2']]], [0.045454545454545456-2-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_1'], ['Piena_T2_3,Piena_T2_2']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_0'], ['QuasiPiena_T2_0,Piena_T2_2']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3'], ['QuasiPiena_T2_0,Piena_T2_2']]], [0.045454545454545456-1-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_3'], ['Piena_T2_2,Piena_T2_1']]], [0.045454545454545456-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], [0.045454545454545456-1-0.0%]]
[[[['Piena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_0,Piena_T2_0']]], [0.045454545454545456-1-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_2,Piena_T2_2']]], [0.045454545454545456-1-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,Piena_T2_1']]], [0.045454545454545456-1-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['QuasiPiena_T2_1,QuasiPiena_T2_1,QuasiPiena_T2_0']]], [0.045454545454545456-1-0.0%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_1,Piena_T1_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_1,Piena_T1_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,Piena_T1_3']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_2']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3,Piena_T1_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,QuasiPiena_T2_3']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_0']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_1,Piena_T2_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_0,Piena_T2_1']]], [0.04498269896193772-13-0.01%]]
[[[['Piena_T0_0'], ['QuasiPiena_T2_0,Piena_T2_3']]], [0.04498269896193772-13-0.01%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_0,Piena_T1_2,Piena_T1_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_1,Piena_T1_2']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2,Piena_T1_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_2']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_0,Piena_T1_2']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_0,Piena_T1_2,Piena_T1_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_1,Piena_T1_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,Piena_T1_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,Piena_T1_2']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_2,Piena_T1_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3,Piena_T1_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3,QuasiPiena_T1_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_2']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_2,Piena_T1_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,Piena_T2_3,Piena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,Piena_T2_3,Piena_T2_0']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_0']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_1,Piena_T2_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_2']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,Piena_T2_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,QuasiPiena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,Piena_T2_0']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_0,Piena_T2_0']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,Piena_T2_0']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T1_1,Piena_T1_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_1,Piena_T2_3']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_0,Piena_T2_0,Piena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['QuasiPiena_T2_0,Piena_T2_3,Piena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0,Piena_T0_0'], ['Piena_T2_3,Piena_T2_1']]], [0.0449438202247191-8-0.0%]]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_1']]], [0.04483695652173913-33-0.02%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_1,Piena_T1_3']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_2']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_0,QuasiPiena_T1_0,Piena_T1_2']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_0,Piena_T1_3,Piena_T1_2']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_2,Piena_T1_2']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_2']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Piena_T1_3']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_2,Piena_T1_1']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3,Piena_T1_1']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_2,Piena_T2_2,Piena_T2_1']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_0,Piena_T2_3']]], [0.044642857142857144-5-0.0%]]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_0,Piena_T2_3']]], [0.044642857142857144-5-0.0%]]
